X,Label,Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,XStart,YStart,Replicate,Generation,Line
343,batch2.jpeg,0.814,2.053,0.505,93.293,0.468,2.049,793,167,92.793,0.509,4.066,0.246,0.934,793,167,R1,G7,Large_responce
318,batch1.jpeg,0.598,1.758,0.433,93.07,0.468,1.746,1023,1498,86.532,0.444,4.057,0.246,0.935,1025,1432,R1,G5,Large_responce
1541,batch5.jpeg,0.734,1.948,0.48,96.655,0.468,1.887,1285,47,96.072,0.487,4.06,0.246,0.936,1285,47,R1,G6,Large_responce
94,batch7.jpeg,0.908,2.17,0.533,94.329,0.468,2.158,504,739,97.454,0.526,4.071,0.246,0.942,504,739,R1,G7,Large_responce
1404,Control 7.jpg,0.583,1.738,0.427,9.348,0.468,1.701,651,2435,11.445,0.426,4.068,0.246,0.947,760,2391,R1,G2,Control
214,batch3.jpeg,0.517,1.631,0.403,177.22,0.468,1.629,1473,844,178.568,0.419,4.042,0.247,0.922,1503,835,R1,G4,Control
495,batch6.jpeg,0.748,1.963,0.485,87.002,0.468,1.922,687,1293,84.472,0.498,4.046,0.247,0.927,695,1200,R1,G7,Large_responce
317,batch4.jpeg,0.738,1.951,0.482,73.07,0.468,1.921,646,1756,69.806,0.498,4.048,0.247,0.933,677,1669,R1,G7,Control
1828,batch7.jpeg,0.851,2.088,0.519,93.628,0.468,2.073,995,1007,96.582,0.53,4.024,0.248,0.93,995,1007,R1,G5,Large_responce
887,batch3.jpeg,0.772,1.992,0.493,89.38,0.468,1.94,770,453,93.54,0.499,4.039,0.248,0.939,770,453,R1,G6,Large_responce
76,batch1.jpeg,0.62,1.783,0.443,90.526,0.468,1.753,414,372,93.145,0.442,4.026,0.248,0.939,414,372,R1,G7,Control
1431,Control 5.jpg,0.844,2.08,0.516,178.825,0.468,2.03,714,2155,176.634,0.507,4.028,0.248,0.958,779,2133,R1,G3,Control
656,batch3.jpeg,0.834,2.067,0.514,84.474,0.468,2.059,742,199,83.737,0.521,4.022,0.249,0.915,749,117,R1,G7,Large_responce
1764,batch5.jpeg,0.814,2.038,0.508,92.931,0.468,2.041,1068,1279,93.926,0.539,4.01,0.249,0.922,1068,1279,R1,G6,Large_responce
229,batch7.jpeg,0.656,1.83,0.456,91.486,0.468,1.804,1208,1767,86.186,0.457,4.011,0.249,0.923,1213,1677,R1,G7,Large_responce
367,batch5.jpeg,0.862,2.101,0.522,72.701,0.468,2.061,162,256,74.846,0.537,4.022,0.249,0.93,186,160,R1,G7,Control
1538,batch5.jpeg,0.953,2.204,0.551,94.725,0.468,2.162,411,47,94.236,0.569,4.001,0.25,0.935,411,47,R1,G6,Large_responce
1689,Large 6.jpg,0.796,2.012,0.504,178.676,0.468,1.975,1913,1940,3.061,0.503,3.993,0.25,0.949,1936,1906,R1,G3,Large_responce
224,batch5.jpeg,0.786,1.997,0.501,94.58,0.468,1.978,287,1345,93.576,0.52,3.985,0.251,0.909,287,1345,R1,G7,Large_responce
483,batch2.jpeg,0.619,1.772,0.445,84.767,0.468,1.784,1152,457,82.569,0.456,3.986,0.251,0.932,1163,365,R1,G7,Control
336,Large 1.jpg,0.698,1.88,0.473,173.865,0.468,1.834,3578,802,171.404,0.486,3.976,0.251,0.933,3594,789,R1,G3,Large_responce
1085,batch4.jpeg,0.771,1.979,0.496,92.564,0.468,1.934,729,1610,92.411,0.508,3.989,0.251,0.934,729,1610,R1,G4,Large_responce
742,Large 3.jpg,0.683,1.861,0.467,176.828,0.468,1.826,2018,1340,177.683,0.464,3.984,0.251,0.942,2039,1318,R1,G3,Large_responce
1272,Large 2.jpg,0.57,1.7,0.427,2.694,0.468,1.693,1599,2707,7.878,0.42,3.98,0.251,0.946,1702,2669,R1,G3,Large_responce
21,Large 4.jpg,0.707,1.892,0.476,0.727,0.468,1.847,3561,685,177.383,0.47,3.979,0.251,0.949,3625,671,R1,G3,Large_responce
354,Large 1.jpg,0.648,1.81,0.456,5.341,0.468,1.776,2395,937,7.505,0.45,3.972,0.252,0.94,2507,900,R1,G3,Large_responce
746,batch2.jpg,0.61,1.753,0.443,174.691,0.468,1.73,2859,2555,169.34,0.461,3.959,0.253,0.934,2912,2540,R1,G6,Control
734,Control 2.jpg,0.866,2.09,0.528,177.562,0.468,2.053,3234,1964,175.282,0.531,3.96,0.253,0.946,3297,1943,R1,G3,Control
586,control_9.jpg,0.503,1.588,0.404,69.087,0.468,1.582,781,477,72.15,0.464,3.936,0.254,0.845,796,418,R1,G1,Control
121,batch7.jpeg,0.931,2.159,0.549,82.724,0.468,2.131,883,1079,80.272,0.549,3.931,0.254,0.93,900,974,R1,G7,Large_responce
1429,Control 6.jpg,0.569,1.688,0.429,175.323,0.468,1.643,1076,358,174.999,0.435,3.935,0.254,0.935,1127,341,R1,G2,Control
220,batch1.jpeg,0.885,2.108,0.535,87.537,0.468,2.051,888,1162,83.29,0.539,3.942,0.254,0.939,885,1060,R1,G6,Large_responce
294,Control 2.jpg,0.636,1.785,0.454,5.92,0.468,1.745,3668,906,4.708,0.453,3.935,0.254,0.948,3780,877,R1,G2,Control
167,Large 4.jpg,0.741,1.929,0.489,178.443,0.468,1.889,877,1695,1.92,0.485,3.943,0.254,0.956,903,1663,R1,G3,Large_responce
493,batch2.jpeg,0.827,2.032,0.519,93.524,0.468,2.024,783,685,97.496,0.536,3.918,0.255,0.918,783,685,R1,G5,Large_responce
595,Large 1.jpg,0.601,1.733,0.442,2.365,0.468,1.712,1018,2509,176.468,0.449,3.922,0.255,0.94,1152,2484,R1,G3,Large_responce
24,batch6.jpeg,0.87,2.081,0.532,85.878,0.468,2.039,1368,179,85.515,0.544,3.908,0.256,0.928,1374,77,R1,G7,Control
163,batch6.jpeg,0.649,1.795,0.46,93.247,0.468,1.789,424,1306,93.18,0.482,3.901,0.256,0.929,424,1306,R1,G4,Control
819,Large 3.jpg,0.845,2.048,0.525,172.189,0.468,2.021,3113,1828,175.212,0.525,3.9,0.256,0.944,3136,1799,R1,G3,Large_responce
916,batch3.jpeg,0.91,2.125,0.545,108.308,0.468,2.121,169,1087,108.886,0.569,3.897,0.257,0.915,169,1087,R1,G5,Large_responce
1028,batch3.jpg,0.778,1.964,0.505,2.748,0.468,1.936,956,1846,4.444,0.503,3.893,0.257,0.939,1042,1813,R1,G6,Control
831,Large 3.jpg,0.754,1.933,0.497,176.831,0.468,1.891,2214,1893,172.954,0.492,3.893,0.257,0.945,2233,1884,R1,G3,Large_responce
1006,batch3.jpeg,0.592,1.708,0.441,93.724,0.468,1.662,486,1024,94.135,0.476,3.871,0.258,0.895,486,1024,R1,G6,Large_responce
1128,batch4.jpeg,0.605,1.727,0.446,94.921,0.468,1.716,138,825,98.366,0.465,3.871,0.258,0.913,138,825,R1,G7,Large_responce
1427,Large 5.jpg,0.595,1.715,0.442,2.393,0.468,1.695,2042,1546,5.356,0.454,3.883,0.258,0.931,2156,1519,R1,G3,Large_responce
1662,Large 6.jpg,0.756,1.93,0.499,6.916,0.468,1.888,1132,1621,8.673,0.505,3.872,0.258,0.939,1248,1580,R1,G3,Large_responce
634,Control 2.jpg,0.944,2.158,0.557,1.545,0.468,2.106,3215,1173,178.919,0.553,3.874,0.258,0.944,3344,1145,R1,G3,Control
1066,Control 4.jpg,0.89,2.097,0.54,174.573,0.468,2.069,3248,2346,176.973,0.548,3.88,0.258,0.948,3279,2315,R1,G3,Control
189,Control 3.jpg,0.771,1.946,0.504,173.889,0.468,1.935,3020,2036,170.248,0.514,3.859,0.259,0.923,3085,2019,R1,G3,Control
667,Large 3.jpg,0.663,1.804,0.468,179.86,0.468,1.779,1521,783,174.898,0.475,3.856,0.259,0.932,1535,778,R1,G3,Large_responce
1630,Large 6.jpg,0.828,2.017,0.523,174.797,0.468,1.979,2811,1261,172.345,0.522,3.859,0.259,0.942,2833,1247,R1,G3,Large_responce
1007,Control 1.jpg,0.775,1.951,0.506,3.455,0.468,1.902,3622,683,5.557,0.517,3.859,0.259,0.943,3752,648,R1,G2,Control
1553,Large 5.jpg,0.934,2.144,0.555,5.055,0.468,2.087,3816,2441,5.509,0.554,3.865,0.259,0.951,3947,2405,R1,G3,Large_responce
829,C3.jpeg,0.675,1.819,0.473,87.541,0.468,1.806,424,424,92.49,0.48,3.85,0.26,0.917,424,424,R1,G5,Control
852,batch4.jpeg,0.713,1.867,0.486,100.581,0.468,1.86,356,178,103.276,0.502,3.843,0.26,0.92,356,178,R1,G4,Large_responce
474,Large 1.jpg,0.795,1.974,0.513,175.053,0.468,1.957,1507,1710,172.569,0.516,3.851,0.26,0.925,1530,1697,R1,G3,Large_responce
731,Control 4.jpg,0.629,1.755,0.456,8.809,0.468,1.704,654,362,7.936,0.451,3.847,0.26,0.939,776,328,R1,G2,Control
748,Control 4.jpg,0.573,1.677,0.435,1.367,0.468,1.634,1447,489,5.389,0.438,3.853,0.26,0.943,1535,457,R1,G2,Control
846,Control 4.jpg,0.839,2.026,0.527,175.635,0.468,1.988,3475,663,178.282,0.541,3.84,0.26,0.947,3504,630,R1,G3,Control
262,batch2.jpeg,0.624,1.746,0.455,96.562,0.468,1.771,776,1147,98.596,0.486,3.837,0.261,0.903,776,1147,R1,G4,Control
945,batch4.jpeg,0.594,1.703,0.444,90.945,0.468,1.71,701,783,92.045,0.447,3.833,0.261,0.907,701,783,R1,G4,Large_responce
267,batch1.jpeg,1.01,2.221,0.579,88.197,0.468,2.222,660,1231,91.287,0.574,3.836,0.261,0.932,660,1231,R1,G7,Large_responce
28,Large 4.jpg,0.672,1.81,0.473,0.612,0.468,1.758,2495,748,174.837,0.469,3.831,0.261,0.934,2605,725,R1,G3,Large_responce
966,Control 4.jpg,0.873,2.065,0.538,177.98,0.468,2.025,1529,1568,174.653,0.54,3.835,0.261,0.941,1591,1547,R1,G3,Control
563,Control 2.jpg,0.72,1.874,0.489,5.444,0.468,1.841,2472,638,9.005,0.489,3.83,0.261,0.948,2630,598,R1,G3,Control
150,batch3.jpeg,0.693,1.836,0.481,179.681,0.468,1.835,1709,647,176.82,0.489,3.82,0.262,0.915,1726,639,R1,G4,Control
1362,Control 7.jpg,0.578,1.677,0.439,164.71,0.468,1.656,3138,2021,167.51,0.444,3.824,0.262,0.933,3162,2000,R1,G2,Control
80,Large 4.jpg,0.796,1.967,0.515,3.732,0.468,1.943,2249,1113,3.111,0.521,3.817,0.262,0.938,2356,1085,R1,G3,Large_responce
207,Large 4.jpg,0.836,2.016,0.528,176.853,0.468,2.005,3809,1959,178.191,0.532,3.821,0.262,0.945,3844,1931,R1,G3,Large_responce
114,batch4.jpeg,0.794,1.96,0.515,81.117,0.468,1.985,596,727,84.232,0.533,3.803,0.263,0.92,605,628,R1,G4,Control
1491,Control 6.jpg,0.492,1.542,0.406,5.022,0.468,1.537,2478,876,3.434,0.401,3.799,0.263,0.922,2598,846,R1,G2,Control
568,Large 1.jpg,0.651,1.776,0.467,4.32,0.468,1.777,3608,2371,9.909,0.479,3.806,0.263,0.928,3700,2326,R1,G3,Large_responce
684,Control 5.jpg,0.707,1.849,0.487,168.865,0.468,1.821,1654,2202,166.354,0.49,3.798,0.263,0.937,1667,2190,R1,G2,Control
1684,Control 6.jpg,0.835,2.011,0.529,177.296,0.468,1.973,3135,2491,174.644,0.525,3.804,0.263,0.948,3192,2470,R1,G2,Control
592,Control 2.jpg,0.853,2.032,0.534,0.892,0.468,1.988,2742,852,178.282,0.548,3.803,0.263,0.948,2903,825,R1,G3,Control
816,control_10.jpg,0.436,1.449,0.383,110.043,0.468,1.437,955,1179,106.504,0.431,3.781,0.264,0.841,955,1179,R1,G1,Control
726,Control 2.jpg,0.754,1.908,0.503,177.882,0.468,1.871,2491,1914,176.348,0.514,3.789,0.264,0.941,2527,1895,R1,G3,Control
512,batch2.jpeg,0.546,1.622,0.429,91.875,0.468,1.675,459,978,86.583,0.449,3.78,0.265,0.892,462,911,R1,G7,Large_responce
500,batch5.jpeg,0.73,1.873,0.496,88.785,0.468,1.888,1316,848,92.517,0.508,3.774,0.265,0.901,1316,848,R1,G7,Control
208,Control 3.jpg,0.713,1.853,0.49,2.709,0.468,1.811,719,2201,3.145,0.525,3.781,0.265,0.905,729,2174,R1,G3,Control
1661,Large 6.jpg,0.776,1.931,0.511,0.939,0.468,1.902,3521,1611,3.497,0.506,3.777,0.265,0.944,3549,1578,R1,G3,Large_responce
116,Large 4.jpg,0.733,1.873,0.498,0.125,0.468,1.864,899,1330,174.806,0.504,3.758,0.266,0.929,1032,1308,R1,G3,Large_responce
362,batch6.jpeg,0.996,2.182,0.581,90.151,0.468,2.164,160,363,93.814,0.576,3.756,0.266,0.945,160,363,R1,G7,Large_responce
188,batch1.jpg,0.628,1.73,0.462,176.295,0.468,1.682,3470,1419,173.171,0.496,3.743,0.267,0.923,3561,1405,R1,G6,Control
1127,Large 2.jpg,0.703,1.832,0.489,6.319,0.468,1.85,2670,1769,3.923,0.489,3.748,0.267,0.924,2805,1731,R1,G3,Large_responce
641,Control 5.jpg,0.661,1.776,0.474,179.642,0.468,1.772,2275,1834,177.352,0.471,3.749,0.267,0.926,2330,1813,R1,G2,Control
1219,Control 5.jpg,0.7,1.829,0.488,2.636,0.468,1.808,2052,552,5.993,0.512,3.751,0.267,0.93,2215,520,R1,G3,Control
890,Control 4.jpg,0.873,2.041,0.544,178.38,0.468,2.008,1056,1007,177.732,0.557,3.75,0.267,0.934,1086,981,R1,G3,Control
1235,Control 7.jpg,0.611,1.705,0.456,169.578,0.468,1.687,3367,833,169.167,0.474,3.738,0.268,0.916,3390,823,R1,G2,Control
1204,batch4.jpg,0.52,1.572,0.421,115.679,0.468,1.584,3603,501,114.624,0.436,3.735,0.268,0.922,3603,501,R1,G6,Control
1256,Control 7.jpg,0.691,1.813,0.485,3.694,0.468,1.793,1012,1042,2.944,0.484,3.738,0.268,0.932,1149,1009,R1,G2,Control
801,batch3.jpg,0.719,1.848,0.496,4.948,0.468,1.822,937,551,2.517,0.498,3.728,0.268,0.939,1075,514,R1,G6,Control
1184,Control 7.jpg,0.708,1.834,0.491,10.522,0.468,1.797,1530,395,7.853,0.5,3.731,0.268,0.941,1664,345,R1,G2,Control
1293,Large 5.jpg,0.772,1.917,0.513,2.834,0.468,1.879,3310,587,2.895,0.509,3.736,0.268,0.946,3441,555,R1,G3,Large_responce
60,Large 4.jpg,0.723,1.851,0.497,0.558,0.468,1.838,3110,954,3.617,0.506,3.722,0.269,0.938,3134,923,R1,G3,Large_responce
620,batch3.jpeg,0.706,1.826,0.492,87.422,0.468,1.812,1171,555,92.573,0.508,3.709,0.27,0.93,1171,555,R1,G4,Large_responce
706,batch2.jpeg,0.687,1.795,0.487,87.808,0.468,1.808,1028,1325,91.219,0.501,3.685,0.271,0.9,1028,1325,R1,G7,Control
228,batch7.jpeg,0.795,1.934,0.524,95.795,0.468,1.921,1149,1677,98.383,0.543,3.692,0.271,0.921,1149,1677,R1,G7,Large_responce
690,batch2.jpeg,0.606,1.683,0.458,84.177,0.468,1.665,1175,1326,83.367,0.481,3.67,0.272,0.909,1180,1240,R1,G7,Control
1561,batch4.jpg,0.53,1.571,0.429,175.336,0.468,1.565,3354,2615,175.601,0.439,3.66,0.273,0.935,3401,2600,R1,G6,Control
309,batch1.jpg,0.723,1.836,0.502,0.071,0.468,1.813,156,2174,176.522,0.5,3.658,0.273,0.949,182,2158,R1,G6,Control
391,batch5.jpeg,0.739,1.853,0.508,94.729,0.468,1.864,1370,295,98.31,0.524,3.649,0.274,0.916,1370,295,R1,G7,Control
511,batch2.jpeg,0.615,1.688,0.464,93.639,0.468,1.687,178,910,97.651,0.479,3.638,0.275,0.905,178,910,R1,G7,Large_responce
562,Control 2.jpg,0.844,1.975,0.544,0.491,0.468,1.918,1533,607,177.923,0.558,3.632,0.275,0.935,1579,586,R1,G3,Control
796,batch2.jpeg,0.489,1.502,0.414,81.905,0.468,1.54,804,1785,80.655,0.447,3.626,0.276,0.855,816,1706,R1,G7,Control
738,batch2.jpeg,0.607,1.675,0.462,98.638,0.468,1.673,408,1443,98.596,0.468,3.629,0.276,0.914,408,1443,R1,G7,Control
860,batch4.jpeg,0.786,1.898,0.527,90.668,0.468,1.858,1300,195,95.024,0.549,3.601,0.278,0.93,1300,195,R1,G4,Large_responce
96,batch1.jpeg,0.778,1.88,0.527,85.447,0.468,1.925,313,566,87.709,0.536,3.566,0.28,0.912,315,466,R1,G7,Control
123,batch2.jpeg,0.672,1.747,0.49,95.437,0.468,1.742,263,493,96.71,0.504,3.567,0.28,0.928,263,493,R1,G4,Control
528,Control 1.jpg,0.924,2.051,0.574,177.343,0.468,1.997,3237,2544,174.289,0.571,3.576,0.28,0.953,3295,2521,R1,G3,Control
146,batch1.jpeg,0.582,1.619,0.458,88.412,0.468,1.615,904,882,84.428,0.451,3.537,0.283,0.919,911,800,R1,G4,Control
1164,Control 1.jpg,0.788,1.879,0.534,170.421,0.468,1.854,878,2369,169.186,0.535,3.52,0.284,0.936,898,2352,R1,G2,Control
16,batch1.jpg,0.599,1.64,0.465,142.153,0.468,1.626,3458,342,142.496,0.464,3.526,0.284,0.942,3471,341,R1,G6,Control
1213,Control 6.jpg,0.856,1.956,0.557,5.254,0.468,1.921,1764,2588,6.831,0.573,3.511,0.285,0.941,1893,2545,R1,G3,Control
754,C3.jpeg,0.602,1.637,0.468,92.201,0.468,1.65,1112,73,93.633,0.444,3.497,0.286,0.937,1112,73,R1,G5,Control
1061,control_6.jpg,0.563,1.519,0.472,69.373,0.468,1.587,153,790,62.199,0.584,3.216,0.311,0.757,172,734,R1,G1,Control
1314,control_5.jpg,0.484,1.636,0.377,82.433,0.469,1.567,679,495,83.454,0.386,4.341,0.23,0.923,684,434,R1,G1,Control
4,control_batch_01.jpg,0.442,1.557,0.362,40.817,0.469,1.52,828,200,40.914,0.395,4.307,0.232,0.886,869,160,R1,G1,Control
1672,control_11.jpg,0.57,1.768,0.411,90.824,0.469,1.717,343,1445,84.883,0.408,4.302,0.232,0.935,348,1378,R1,G1,Control
353,control_batch_02.jpg,0.436,1.54,0.36,97.794,0.469,1.494,1002,1115,97.853,0.372,4.275,0.234,0.911,1002,1115,R1,G1,Control
580,control_9.jpg,0.731,1.987,0.469,72.551,0.469,1.931,471,458,74.678,0.477,4.239,0.236,0.932,489,385,R1,G1,Control
370,batch5.jpeg,0.663,1.883,0.449,95.946,0.469,1.838,441,253,97.125,0.451,4.197,0.238,0.944,441,253,R1,G7,Control
1910,batch6.jpeg,0.596,1.782,0.426,85.951,0.469,1.743,1054,323,85.4,0.44,4.181,0.239,0.932,1060,236,R1,G6,Large_responce
141,batch7.jpeg,0.811,2.073,0.498,91.366,0.469,2.048,624,1099,95.042,0.5,4.159,0.24,0.937,624,1099,R1,G7,Large_responce
315,batch1.jpeg,0.924,2.212,0.532,87.235,0.469,2.181,800,1512,83.047,0.528,4.161,0.24,0.953,808,1430,R1,G5,Large_responce
289,batch6.jpeg,0.768,2.01,0.487,87.447,0.469,1.968,153,1724,83.019,0.489,4.13,0.242,0.927,153,1626,R1,G7,Control
65,batch1.jpeg,0.765,2.004,0.486,88.141,0.469,1.978,592,397,85.657,0.493,4.124,0.242,0.932,596,318,R1,G7,Large_responce
15,batch7.jpeg,0.851,2.116,0.512,83.957,0.469,2.086,216,211,85.601,0.51,4.135,0.242,0.945,223,107,R1,G7,Large_responce
1230,control_8.jpg,0.707,1.924,0.468,77.955,0.469,1.902,744,1047,78.389,0.484,4.115,0.243,0.915,757,974,R1,G1,Control
1383,batch5.jpeg,0.954,2.229,0.545,90.296,0.469,2.175,618,652,95.572,0.554,4.093,0.244,0.929,618,652,R1,G5,Large_responce
468,Large 1.jpg,0.777,2.014,0.491,176.63,0.469,1.97,2639,1652,174.778,0.483,4.103,0.244,0.952,2674,1637,R1,G3,Large_responce
1149,batch3.jpeg,0.858,2.11,0.518,85.934,0.469,2.068,554,1792,83.904,0.522,4.075,0.245,0.928,555,1689,R1,G6,Large_responce
628,Large 1.jpg,0.882,2.141,0.524,10.123,0.469,2.075,491,2803,9.654,0.513,4.082,0.245,0.948,625,2757,R1,G3,Large_responce
164,batch1.jpeg,0.814,2.053,0.505,85.283,0.469,2.041,158,877,84.806,0.523,4.069,0.246,0.918,158,800,R1,G5,Large_responce
248,batch1.jpeg,0.715,1.923,0.474,82.76,0.469,1.906,462,1210,79.624,0.495,4.061,0.246,0.926,474,1139,R1,G5,Large_responce
5,batch1.jpeg,0.67,1.862,0.458,88.669,0.469,1.818,337,123,83.928,0.462,4.065,0.246,0.943,338,29,R1,G7,Control
1299,batch4.jpg,0.672,1.866,0.459,4.824,0.469,1.83,3432,1071,5.96,0.472,4.069,0.246,0.952,3573,1035,R1,G6,Control
1016,Large 2.jpg,0.637,1.812,0.448,6.109,0.469,1.777,869,1046,4.425,0.447,4.049,0.247,0.949,1000,1011,R1,G3,Large_responce
1325,Control 7.jpg,0.863,2.11,0.521,3.709,0.469,2.067,3580,1704,1.701,0.527,4.051,0.247,0.951,3750,1669,R1,G2,Control
120,batch7.jpeg,0.85,2.092,0.517,88.942,0.469,2.046,830,1076,85.515,0.5,4.043,0.247,0.951,837,974,R1,G7,Large_responce
1628,Control 6.jpg,0.825,2.06,0.51,174.357,0.469,2.014,873,2050,172.117,0.507,4.041,0.247,0.953,915,2035,R1,G2,Control
318,batch4.jpeg,0.483,1.573,0.391,84.703,0.469,1.566,859,1797,83.418,0.414,4.027,0.248,0.918,864,1719,R1,G4,Control
212,batch6.jpeg,0.576,1.72,0.426,99.888,0.469,1.694,1007,1047,102.155,0.438,4.035,0.248,0.921,1007,1047,R1,G4,Large_responce
366,batch6.jpeg,1.113,2.388,0.593,93.679,0.469,2.344,842,432,97.561,0.609,4.025,0.248,0.94,842,432,R1,G7,Large_responce
1121,control_6.jpg,0.487,1.577,0.393,89.644,0.469,1.584,962,1326,87.23,0.406,4.012,0.249,0.897,963,1264,R1,G1,Control
749,batch3.jpeg,0.882,2.124,0.529,85.98,0.469,2.079,110,579,85.179,0.542,4.018,0.249,0.935,116,496,R1,G7,Large_responce
332,Large 1.jpg,0.625,1.788,0.445,3.575,0.469,1.742,1481,773,6.953,0.458,4.017,0.249,0.939,1534,739,R1,G3,Large_responce
1411,batch4.jpg,0.577,1.719,0.428,175.182,0.469,1.684,1050,1705,172.495,0.424,4.021,0.249,0.943,1089,1690,R1,G6,Control
37,batch5.jpeg,0.713,1.911,0.475,95.421,0.469,1.917,546,200,99.26,0.478,4.023,0.249,0.944,546,200,R1,G7,Large_responce
819,batch3.jpeg,0.909,2.157,0.537,87.59,0.469,2.132,563,685,82.171,0.554,4.019,0.249,0.945,571,605,R1,G5,Large_responce
683,Control 2.jpg,0.796,2.016,0.503,10.902,0.469,1.976,3736,1605,9.841,0.506,4.009,0.249,0.949,3905,1548,R1,G3,Control
730,C3.jpeg,0.836,2.063,0.516,90.716,0.469,2.04,614,58,91.469,0.541,3.999,0.25,0.921,614,58,R1,G5,Control
1044,Large 2.jpg,0.802,2.021,0.505,178.542,0.469,1.978,1324,1222,175.414,0.499,3.998,0.25,0.944,1382,1200,R1,G3,Large_responce
159,batch1.jpg,0.668,1.845,0.461,176.301,0.469,1.799,1525,1221,174.258,0.463,4.003,0.25,0.949,1558,1205,R1,G6,Control
112,Large 4.jpg,0.799,2.018,0.504,179.116,0.469,1.962,3141,1310,1.232,0.496,4.005,0.25,0.954,3196,1289,R1,G3,Large_responce
1893,batch6.jpeg,0.664,1.834,0.461,131.062,0.469,1.785,1351,178,126.357,0.494,3.979,0.251,0.896,1351,178,R1,G6,Large_responce
328,C1.jpeg,0.683,1.862,0.467,91.37,0.469,1.832,225,1269,87.546,0.484,3.986,0.251,0.92,226,1199,R1,G5,Control
870,batch3.jpeg,0.692,1.873,0.471,95.935,0.469,1.835,1092,429,98.13,0.488,3.979,0.251,0.93,1092,429,R1,G6,Large_responce
55,batch4.jpeg,0.842,2.068,0.519,78.611,0.469,2.019,678,432,78.024,0.542,3.987,0.251,0.932,697,333,R1,G4,Control
434,Large 1.jpg,0.759,1.961,0.493,175.524,0.469,1.948,3790,1445,175.03,0.512,3.98,0.251,0.937,3830,1433,R1,G3,Large_responce
531,Control 5.jpg,0.95,2.195,0.551,174.419,0.469,2.14,3654,799,171.754,0.554,3.983,0.251,0.947,3703,783,R1,G2,Control
1193,Large 2.jpg,0.694,1.876,0.471,179.612,0.469,1.825,1575,2199,1.986,0.464,3.988,0.251,0.95,1598,2170,R1,G3,Large_responce
898,batch3.jpeg,0.715,1.902,0.479,91.298,0.469,1.879,589,549,92.437,0.479,3.973,0.252,0.934,589,549,R1,G6,Large_responce
438,Large 1.jpg,0.652,1.814,0.458,178.99,0.469,1.788,1742,1465,175.264,0.461,3.963,0.252,0.939,1813,1445,R1,G3,Large_responce
1331,Large 5.jpg,0.688,1.865,0.47,1.595,0.469,1.817,2713,851,3.327,0.465,3.97,0.252,0.947,2798,822,R1,G3,Large_responce
735,Large 3.jpg,0.687,1.863,0.469,98.344,0.469,1.836,526,1273,98.921,0.469,3.971,0.252,0.948,526,1273,R1,G3,Large_responce
1817,batch5.jpg,0.742,1.935,0.488,154.239,0.469,1.899,3517,1646,156.405,0.487,3.962,0.252,0.95,3534,1628,R1,G6,Control
464,batch2.jpeg,0.635,1.787,0.452,86.697,0.469,1.783,641,791,83.571,0.467,3.951,0.253,0.899,640,720,R1,G7,Large_responce
885,batch3.jpeg,0.684,1.856,0.469,91.258,0.469,1.82,1280,449,93.145,0.479,3.955,0.253,0.93,1280,449,R1,G6,Large_responce
485,Large 1.jpg,0.803,2.009,0.509,2.517,0.469,1.99,3343,1800,4.865,0.501,3.946,0.253,0.937,3451,1764,R1,G3,Large_responce
147,Large 4.jpg,0.749,1.941,0.492,177.365,0.469,1.903,1129,1565,175.869,0.492,3.948,0.253,0.942,1167,1548,R1,G3,Large_responce
163,batch5.jpeg,0.684,1.851,0.471,89.269,0.469,1.815,597,1111,85.452,0.473,3.933,0.254,0.913,602,1023,R1,G7,Large_responce
729,Control 4.jpg,0.767,1.959,0.498,1.792,0.469,1.924,1128,345,178.172,0.516,3.932,0.254,0.93,1196,324,R1,G2,Control
514,batch2.jpeg,0.853,2.067,0.526,89.954,0.469,2.019,497,1658,85.956,0.549,3.931,0.254,0.932,493,1559,R1,G4,Large_responce
35,batch6.jpeg,0.949,2.18,0.554,101.962,0.469,2.15,234,166,100.685,0.559,3.933,0.254,0.936,234,166,R1,G7,Control
321,Large 1.jpg,0.644,1.797,0.456,176.517,0.469,1.775,1485,670,172.833,0.46,3.938,0.254,0.938,1539,654,R1,G3,Large_responce
1432,Control 5.jpg,0.74,1.925,0.49,174.498,0.469,1.887,2025,2167,174.259,0.494,3.932,0.254,0.94,2050,2147,R1,G3,Control
232,batch1.jpeg,1.014,2.254,0.573,90.748,0.469,2.248,347,1100,93.366,0.554,3.935,0.254,0.949,347,1100,R1,G5,Large_responce
171,batch6.jpeg,0.614,1.749,0.447,84.225,0.469,1.728,990,1002,82.711,0.472,3.915,0.255,0.908,1000,916,R1,G7,Control
1066,batch4.jpeg,0.57,1.689,0.43,86.344,0.469,1.687,809,659,82.349,0.438,3.929,0.255,0.909,816,592,R1,G7,Large_responce
1496,Large 5.jpg,0.978,2.211,0.563,11.793,0.469,2.184,1282,2054,13.969,0.586,3.926,0.255,0.936,1455,1990,R1,G3,Large_responce
866,Control 4.jpg,0.735,1.917,0.488,172.691,0.469,1.887,374,1615,170.64,0.489,3.929,0.255,0.942,399,1603,R1,G2,Control
96,Large 4.jpg,0.69,1.858,0.473,4,0.469,1.845,1581,1203,8.547,0.475,3.929,0.255,0.945,1732,1171,R1,G3,Large_responce
